system:index,B11,B12,B2,B3,B4,B8,NDBI,NDVI,SCL,class,year,.geo
2_1_16_0,0.1859,0.07825,0.0425,0.06095,0.03425,0.32345,-0.27005005,0.80849874,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.07756572658985,-0.8341306570691817]}"
2_1_17_0,0.2234,0.1008,0.0453,0.0653,0.0346,0.3835,-0.26379967,0.83448935,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.99105796472914,-0.7031562886445555]}"
2_1_18_0,0.175,0.07825,0.0411,0.05675,0.0325,0.28625,-0.24119242,0.79607844,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.98485958926872,-0.7450177808845252]}"
2_1_19_0,0.1987,0.0884,0.0474,0.0662,0.0375,0.3267,-0.24362391,0.7940692,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.95530501642119,-0.9270164574471402]}"
2_1_20_0,0.2147,0.0904,0.0418,0.0487,0.0317,0.3713,-0.26723552,0.8426799,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.98135615966065,-0.7841843272721363]}"
2_1_21_0,0.2389,0.10855,0.0507,0.0742,0.04365,0.40465,-0.25755572,0.80526435,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.94290826550034,-0.7979285511191649]}"
2_1_22_0,0.2391,0.101,0.0435,0.0764,0.0373,0.44505,-0.3010305,0.8453405,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.98000868673448,-0.8274831239666972]}"
2_1_23_0,0.22695,0.0979,0.04985,0.0704,0.03785,0.40345,-0.27998096,0.82846135,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.03696187574765,-0.8274831239666972]}"
2_1_24_0,0.2144,0.0952,0.0473,0.0699,0.0415,0.3674,-0.26297697,0.7970164,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.98207481188794,-0.8665598388258964]}"
2_1_25_0,0.35335,0.22815,0.19075,0.2035,0.1736,0.5022,-0.17398164,0.48623854,4.5E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.89143479972029,-0.8061930517330645]}"
2_1_26_0,0.14525,0.064,0.0322,0.0432,0.0287,0.2605,-0.28404194,0.8015214,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.85568185141233,-0.8776091168205665]}"
2_1_27_0,0.1368,0.0526,0.0298,0.0512,0.0297,0.3337,-0.41849095,0.83654374,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.07810471576032,-1.045683906479329]}"
2_1_28_0,0.201,0.08115,0.0385,0.06005,0.03005,0.3995,-0.33055788,0.86008614,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.9929444268258,-1.0429889606269704]}"
2_1_29_0,0.2026,0.0896,0.0326,0.0605,0.02965,0.3921,-0.31864807,0.8593954,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.7705215624778,-0.9585473239197354]}"
2_1_30_0,0.1143,0.0374,0.03365,0.0547,0.02405,0.36915,-0.52714866,0.8776704,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.73449911958461,-0.9715728955394685]}"
2_1_31_0,0.1643,0.0675,0.0228,0.0452,0.0259,0.3193,-0.32051283,0.849942,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.72084472726598,-0.8882092371731769]}"
2_1_32_0,0.22505,0.1019,0.0385,0.0604,0.03415,0.36965,-0.2431478,0.83085686,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.69883600280507,-0.8686259639793713]}"
2_1_33_0,0.17615,0.0901,0.07505,0.0828,0.0602,0.3115,-0.27755564,0.6760829,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.04702300692979,-0.8439222936660845]}"
2_1_34_0,0.22515,0.1004,0.05355,0.0829,0.0479,0.38855,-0.2662539,0.7805018,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.85065128582126,-0.959265976147031]}"
2_1_35_0,0.21735,0.13855,0.0636,0.0855,0.0706,0.35935,-0.24622852,0.67158973,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.90760447483444,-0.8220034007335681]}"
2_1_36_0,0.1638,0.0707,0.0474,0.07025,0.0412,0.34095,-0.35096583,0.7843779,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.1455681935977,-0.9559422095957888]}"
2_1_37_0,0.13735,0.05755,0.0102,0.0284,0.01455,0.261,-0.31040546,0.894393,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.10640164721009,-0.9584574923913235]}"
2_1_38_0,0.1556,0.0633,0.0356,0.0541,0.0305,0.2961,-0.31104714,0.8132272,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.092208265721,-0.8795854104456294]}"
2_1_39_0,0.147,0.0659,0.0511,0.06415,0.03935,0.28335,-0.3168351,0.7561202,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.10595248956803,-0.7457364331118208]}"
2_1_40_0,0.1825,0.07685,0.03815,0.05725,0.0298,0.348,-0.31196982,0.84224457,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.67170688122465,-0.9674406452325187]}"
2_1_41_0,0.03385,0.01455,0.03585,0.0427,0.031,0.0344,-0.0080586355,0.051987793,5.5E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.71132258525432,-1.0725435334745026]}"
2_1_42_0,0.14445,0.0557,0.03295,0.05715,0.02895,0.35475,-0.42127407,0.8491009,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.70710050341896,-1.099942149640148]}"
2_1_43_0,0.2047,0.0847,0.0333,0.0547,0.0257,0.3855,-0.30633688,0.875,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.76558082841514,-1.0462228956498008]}"
2_1_44_0,0.1917,0.0985,0.0682,0.0807,0.0518,0.3193,-0.24970646,0.72082996,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.79702186335933,-1.019273437126215]}"
2_1_45_0,0.29685,0.1962,0.08545,0.12125,0.0915,0.50365,-0.25833854,0.6925145,4.5E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.85478353612821,-0.9845086356307896]}"
2_1_46_0,0.1643,0.06745,0.05135,0.06075,0.0378,0.3279,-0.3323852,0.79327315,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.94317776008558,-0.9664524984199871]}"
2_1_47_0,0.2853,0.2247,0.1943,0.2089,0.1963,0.4438,-0.21739133,0.38665834,5.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.04244159898077,-1.0690401038664366]}"
2_1_48_0,0.33955,0.25645,0.2366,0.24345,0.21995,0.46755,-0.15859252,0.36014545,4.5E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.78696073217719,-0.8170626666709108]}"
2_1_49_0,0.1771,0.0717,0.0353,0.0561,0.0317,0.3953,-0.38120195,0.85152227,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.76090958893772,-0.7388194054241004]}"
2_1_50_0,0.1385,0.0598,0.0278,0.0568,0.0342,0.3477,-0.4302756,0.8208955,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.22228431886151,-0.8933296342926581]}"
2_1_51_0,0.1929,0.08425,0.0333,0.05115,0.03225,0.33815,-0.27351472,0.82586396,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.15949208050155,-0.9041094177020924]}"
2_1_52_0,0.2358,0.1015,0.0509,0.0915,0.04395,0.5122,-0.36951873,0.8419491,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.0200735484062,-1.101828611736799]}"
2_1_53_0,0.25665,0.1274,0.0436,0.069,0.03935,0.41335,-0.23388058,0.8261542,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.90832312706173,-1.0395753625473163]}"
2_1_54_0,0.1944,0.0817,0.0247,0.0497,0.0236,0.3743,-0.3163355,0.8813772,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.94659135816522,-0.995018924454988]}"
2_1_55_0,0.3508,0.1787,0.0991,0.1632,0.1613,0.5078,-0.18285578,0.5178598,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.00614966150235,-0.9077925103669824]}"
2_1_56_0,0.20815,0.08435,0.04835,0.06165,0.038,0.3695,-0.2793214,0.81349695,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.04351957732172,-0.8975517161280199]}"
2_1_57_0,0.20705,0.0899,0.0398,0.05775,0.03145,0.33925,-0.2419916,0.830321,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.94587270593793,-0.8446409458933801]}"
2_1_58_0,0.21975,0.0916,0.0352,0.06085,0.03165,0.43065,-0.324262,0.8630759,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.76099942046613,-0.8849753021503466]}"
2_1_59_0,0.1841,0.0759,0.0446,0.0645,0.035,0.365,-0.3294482,0.825,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.80025579838215,-0.8435629675524366]}"
2_1_60_0,0.2,0.0843,0.0318,0.056,0.0316,0.3809,-0.31141332,0.84678787,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.7968422003025,-0.8633259038030662]}"
2_1_61_0,0.138,0.0513,0.0241,0.0401,0.01895,0.35045,-0.4349473,0.8974012,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.64637439021249,-0.9947494298697521]}"
2_1_62_0,0.1766,0.0757,0.0339,0.0541,0.0265,0.3699,-0.3537054,0.86629665,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.53803756694766,-0.9953782505686358]}"
2_1_63_0,0.16575,0.0689,0.02765,0.04315,0.02175,0.31395,-0.3089431,0.87042004,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.59822469098367,-1.0014867945006485]}"
2_1_64_0,0.2118,0.0873,0.0352,0.0608,0.036,0.4438,-0.35387433,0.8499375,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.68967318690704,-1.0305023781777092]}"
2_1_65_0,0.2647,0.1288,0.0615,0.0827,0.0618,0.395,-0.19751404,0.7294221,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.88308046757798,-0.8995280097530829]}"
2_1_66_0,0.2168,0.0985,0.0576,0.0582,0.0403,0.3167,-0.187254,0.7742297,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.86313786827053,-0.7463652538107044]}"
2_1_67_0,0.282,0.1534,0.1097,0.1265,0.1117,0.4153,-0.19116592,0.5760911,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.865203993424,-0.8301780698190557]}"
2_1_68_0,0.21325,0.12355,0.0869,0.1021,0.0861,0.314,-0.19108585,0.5696076,4.5E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.81750345183725,-0.9310588762256781]}"
2_1_69_0,0.1398,0.0656,0.0321,0.0532,0.0431,0.3345,-0.41049972,0.7717161,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.7404280004598,-0.8435629675524366]}"
2_1_70_0,0.1708,0.07495,0.0346,0.053,0.0285,0.30625,-0.2839325,0.82972366,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.66146608698568,-0.8456290927059116]}"
2_1_71_0,0.17485,0.0659,0.04605,0.06335,0.03565,0.42065,-0.41276237,0.84374315,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.80151343977992,-0.6780932922176208]}"
2_1_72_0,0.2833,0.1405,0.04565,0.08505,0.04785,0.45675,-0.23437604,0.8103448,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.02420579871315,-0.9644762047949242]}"
2_1_73_0,0.2419,0.10935,0.04615,0.06455,0.0373,0.3711,-0.21076673,0.81733596,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.00138859049652,-0.9605236175447983]}"
2_1_74_0,0.1775,0.076,0.0545,0.07015,0.04195,0.2837,-0.23026887,0.7423614,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.07675724283415,-0.7760994897150606]}"
2_1_75_0,0.228,0.1081,0.044,0.0743,0.0503,0.3848,-0.25587466,0.76878875,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.76540116535831,-0.7788842670958311]}"
2_1_76_0,0.21665,0.09455,0.0305,0.0547,0.0279,0.37525,-0.26795068,0.86158997,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.82208485978626,-0.9955579136254596]}"
2_1_77_0,0.19455,0.105,0.0549,0.0762,0.04675,0.37805,-0.32046807,0.77989644,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.01576163504242,-0.7820283705902494]}"
2_1_78_0,0.22405,0.1112,0.08975,0.11185,0.11855,0.301,-0.14655747,0.4348707,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.91164689361298,-0.8989890205826111]}"
2_1_79_0,0.1572,0.0601,0.039,0.0447,0.0258,0.2612,-0.248566,0.8202091,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.02160068438921,-0.8441917882513204]}"
2_1_80_0,0.2082,0.1011,0.03205,0.04695,0.04425,0.27805,-0.14365041,0.7254111,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.6885952085661,-0.9052772275714478]}"
2_1_81_0,0.2336,0.1116,0.0493,0.0749,0.041,0.4021,-0.26506212,0.8149402,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.83178666485475,-0.7213022573837697]}"
2_1_82_0,0.25325,0.137,0.0384,0.0614,0.05275,0.26125,-0.015549051,0.66401273,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.64448792811584,-0.9268367943903163]}"
2_1_83_0,0.1775,0.08025,0.0515,0.07075,0.04485,0.36025,-0.33984193,0.7785732,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.15877342827426,-0.8571275283426414]}"
2_1_84_0,0.1659,0.0654,0.0316,0.0486,0.0254,0.3533,-0.3609399,0.8658569,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.71231073206685,-0.9178536415491211]}"
2_1_85_0,0.1554,0.0627,0.0302,0.0483,0.0235,0.3501,-0.38516325,0.874197,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.68850537703769,-0.940401355180521]}"
2_1_86_0,0.1573,0.05,0.033,0.055,0.0241,0.4451,-0.47775567,0.89727193,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.62131139378555,-0.9227045440833664]}"
2_1_87_0,0.18865,0.07935,0.02905,0.05285,0.0249,0.41955,-0.37964487,0.8879514,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.58277366809682,-0.9684287920450502]}"
2_1_88_0,0.19655,0.0889,0.04005,0.06655,0.0298,0.4374,-0.37991956,0.8724315,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.67494081624749,-0.8854244597924064]}"
2_1_89_0,0.1426,0.0564,0.025,0.03965,0.0213,0.32375,-0.38844213,0.87653965,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.61376554539895,-1.0167581543306803]}"
2_1_90_0,0.1854,0.0737,0.0288,0.0496,0.0219,0.3269,-0.27620536,0.8744266,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.57837192320463,-1.011907251796435]}"
2_1_91_0,0.2274,0.09855,0.0407,0.06845,0.0417,0.38305,-0.25497583,0.8036492,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.74321277784057,-0.916146842509294]}"
2_1_92_0,0.13295,0.0547,0.0215,0.0405,0.0209,0.28275,-0.36035606,0.8623415,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.63541494374623,-1.041731319229203]}"
2_1_93_0,0.1477,0.0569,0.02615,0.04465,0.02145,0.34995,-0.40641013,0.8844911,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.64089466697935,-0.8733870349852048]}"
2_1_94_0,0.18405,0.07615,0.0269,0.0512,0.0239,0.369,-0.33441824,0.87834054,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.61376554539895,-0.9581879978060875]}"
2_1_95_0,0.22615,0.1024,0.0422,0.0596,0.0347,0.36865,-0.2395763,0.827941,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.9615033918816,-1.0856589366226477]}"
2_1_96_0,0.18915,0.0812,0.04425,0.07,0.03585,0.41945,-0.37840948,0.8425214,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.96563564218856,-0.8867719327185857]}"
2_1_97_0,0.1674,0.0722,0.0376,0.0494,0.0319,0.2795,-0.2508391,0.7951188,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.95674232087578,-0.8098761443979546]}"
2_1_98_0,0.27925,0.145,0.036,0.0784,0.05605,0.29405,-0.025815476,0.67980576,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.09607102144271,-0.985586613971733]}"
2_1_99_0,0.2305,0.1036,0.0434,0.0693,0.0407,0.3677,-0.22935475,0.8006856,4.0E-4,1,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[117.17691939701348,-0.7615467821123243]}"
2_2_0_0,0.4529,0.2953,0.1586,0.2505,0.2896,0.3586,0.11620457,0.10644859,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.92898437859648,-0.9946595983413402]}"
2_2_1_0,0.3899,0.2613,0.0837,0.1158,0.1346,0.2583,0.20302375,0.3148384,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.62966572592786,-0.9431861325612916]}"
2_2_2_0,0.4459,0.2884,0.0842,0.106,0.1382,0.2334,0.312822,0.25618947,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.64565573798518,-0.9669016560620469]}"
2_2_3_0,0.4337,0.2899,0.0966,0.1399,0.1896,0.2639,0.24340594,0.16383684,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.65868130960492,-0.9337538220780366]}"
2_2_4_0,0.4568,0.2958,0.0919,0.1207,0.1615,0.2612,0.2724234,0.23586468,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.62158088837079,-0.968608455101874]}"
2_2_5_0,0.4347,0.3136,0.1065,0.1417,0.1908,0.2441,0.28078964,0.122556925,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.6089146428647,-0.9711237378974087]}"
2_2_6_0,0.4592,0.2994,0.0914,0.1248,0.1791,0.2703,0.25894448,0.20293723,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.6020874467054,-0.97992722768178]}"
2_2_7_0,0.4129,0.2716,0.0844,0.1142,0.1453,0.2244,0.29577908,0.21395725,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.60873497980788,-0.9995105008755856]}"
2_2_8_0,0.4855,0.3168,0.0994,0.1471,0.1775,0.2932,0.24695008,0.24580412,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.66173558157092,-0.9407606812941689]}"
2_2_9_0,0.42905,0.2882,0.09265,0.13115,0.1677,0.23975,0.28304425,0.17683153,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.64673371632612,-0.9420183226919362]}"
2_2_10_0,0.4293,0.30095,0.1444,0.1985,0.25515,0.30065,0.17624496,0.081864,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.69182914358893,-0.9647456993801601]}"
2_2_11_0,0.4677,0.37835,0.13395,0.2042,0.2612,0.29835,0.22106911,0.06639263,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.70979544927133,-0.947947203567125]}"
2_2_12_0,0.3752,0.2989,0.11655,0.15705,0.19415,0.2207,0.2592717,0.06399903,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.7156344986181,-0.9526184430445466]}"
2_2_13_0,0.5164,0.3954,0.1563,0.2196,0.3047,0.3499,0.19219667,0.069049835,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.72057523268076,-0.9596253022606788]}"
2_2_14_0,0.33955,0.2853,0.267,0.29565,0.29785,0.29445,0.0711356,-0.0057403306,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.69829701363459,-0.9604337860163864]}"
2_2_15_0,0.45885,0.43465,0.318,0.3622,0.3879,0.4033,0.06443196,0.019464096,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.69964448656077,-0.9713932324826445]}"
2_2_16_0,0.41615,0.29675,0.1257,0.1634,0.2123,0.27795,0.19910678,0.13391124,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.72057523268076,-0.9699559280280533]}"
2_2_17_0,0.417,0.2701,0.0968,0.1646,0.214,0.3057,0.1540058,0.17644796,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.68599009424216,-0.9783102601703648]}"
2_2_18_0,0.3513,0.24645,0.1191,0.15275,0.19355,0.2437,0.18084034,0.11469409,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.70790898717468,-0.9827120050625505]}"
2_2_19_0,0.2803,0.2024,0.1075,0.1602,0.1951,0.2043,0.15683036,0.023034569,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.70323774769724,-0.9857662770285569]}"
2_2_20_0,0.2685,0.1904,0.1012,0.1677,0.2091,0.1951,0.15832616,-0.034636315,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.67628828917367,-0.9851374563296732]}"
2_2_21_0,0.33175,0.30825,0.17585,0.20115,0.21145,0.21655,0.21010399,0.011915881,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.69856650821983,-1.0037325827109473]}"
2_2_22_0,0.187,0.1692,0.1008,0.1296,0.1602,0.1661,0.05919006,0.018081507,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.66272372838345,-0.996815555023227]}"
2_2_23_0,0.4563,0.33375,0.1109,0.1592,0.21165,0.29885,0.2085016,0.17081293,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.66326271755393,-1.0172971435011522]}"
2_2_24_0,0.3871,0.3647,0.2788,0.3298,0.3472,0.3342,0.07333983,-0.019078385,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.68841554550927,-1.0075055069042493]}"
2_2_25_0,0.2669,0.2332,0.1716,0.2013,0.2363,0.2397,0.05369127,0.0071428525,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.67269502803718,-1.0229565297911052]}"
2_2_26_0,0.2692,0.19955,0.1078,0.1786,0.2264,0.1991,0.14969036,-0.06415981,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.67089839746895,-1.0142428715351457]}"
2_2_27_0,0.3027,0.22475,0.21895,0.21655,0.19875,0.4314,-0.17531669,0.36919782,4.5E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.68895453467975,-1.0133445562510262]}"
2_2_28_0,0.4669,0.32095,0.13295,0.22685,0.30325,0.3478,0.1461888,0.06842788,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.65140495580356,-0.9900781903923306]}"
2_2_29_0,0.51175,0.40505,0.4132,0.4503,0.39995,0.41965,0.0988834,0.024036104,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.70458522062343,-0.9774119448862454]}"
2_2_30_0,0.3175,0.27795,0.1209,0.14855,0.1683,0.19275,0.24448797,0.06771916,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.71850910752728,-0.9448929316011186]}"
2_2_31_0,0.34825,0.30285,0.15535,0.18045,0.1972,0.25355,0.15736127,0.12501386,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.73863136989156,-0.9499234971921879]}"
2_2_32_0,0.51105,0.3436,0.14315,0.2319,0.3147,0.37315,0.15596019,0.0849749,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.75039930011353,-0.9521692854024868]}"
2_2_33_0,0.317,0.28035,0.1677,0.19915,0.20385,0.2409,0.13640438,0.08330522,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.7419551364428,-0.9390538822543418]}"
2_2_34_0,0.2595,0.1893,0.1737,0.1918,0.1859,0.2742,-0.027543556,0.19191478,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.74842300648847,-0.9333046644359768]}"
2_2_35_0,0.262,0.2275,0.18015,0.2047,0.1922,0.22965,0.06579882,0.08877563,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.75165694151129,-0.9251299953504892]}"
2_2_36_0,0.34355,0.31455,0.1964,0.2347,0.25785,0.27395,0.112712525,0.030274576,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.75210609915335,-0.9283639303733194]}"
2_2_37_0,0.06545,0.0372,0.06695,0.09995,0.13135,0.17645,-0.4588673,0.14652373,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.76710796439815,-0.9192011144753004]}"
2_2_38_0,0.4234,0.37715,0.2459,0.2047,0.1964,0.29165,0.18425287,0.19516443,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.76261638797754,-0.914170548884231]}"
2_2_39_0,0.4185,0.3253,0.11,0.1534,0.1821,0.2656,0.22350535,0.18650882,5.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.7855234277226,-0.8942279495767776]}"
2_2_40_0,0.2597,0.1516,0.0637,0.0925,0.0969,0.2438,0.03157895,0.43117112,4.0E-4,0,2026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.76962324719368,-0.8975517161280199]}"
